"z_prettig","z_sympathiek","z_prikkelbaar_r","z_aggressive","z_ridicules","z_impatient","z_critizied","z_refuse_request","z_accept_r"
-0.310683109812697,-1.08522429725485,0.0912084862255168,-0.326268594982386,-0.495688357903521,-1.51302695105124,-1.02176085910937,0.137976479323202,1.16508799677757
-0.310683109812697,-1.94449280241266,0.0912084862255168,-0.326268594982386,-0.495688357903521,-1.51302695105124,0.137379611308823,-0.896847115600814,1.16508799677757
-1.05965132096831,0.633312713060751,-0.67836311630228,-0.326268594982386,-0.495688357903521,-0.454692037103481,0.137379611308823,-0.896847115600814,-1.44548261840869
0.438285101342913,0.633312713060751,-0.67836311630228,-0.326268594982386,-0.495688357903521,-1.51302695105124,-1.02176085910937,0.137976479323202,-1.44548261840869
1.18725331249852,-1.08522429725485,0.0912084862255168,-0.326268594982386,-0.495688357903521,-0.454692037103481,-1.02176085910937,-1.93167071052483,-0.140197310815559
0.438285101342913,0.633312713060751,0.860780088753314,-0.326268594982386,-0.495688357903521,0.603642876844277,0.137379611308823,0.137976479323202,-0.140197310815559
-1.80861953212392,0.633312713060751,1.63035169128111,-0.326268594982386,-0.495688357903521,-1.51302695105124,-1.02176085910937,0.137976479323202,-0.140197310815559
0.438285101342913,0.633312713060751,-1.44793471883008,2.19066056631031,1.2424396503296,0.603642876844277,1.29652008172702,0.137976479323202,1.16508799677757
-1.80861953212392,0.633312713060751,-1.44793471883008,-0.326268594982386,1.2424396503296,1.66197779079204,-1.02176085910937,2.20762366917124,-0.140197310815559
0.438285101342913,0.633312713060751,2.39992329380891,-0.326268594982386,-0.495688357903521,-1.51302695105124,3.61480102256341,-1.93167071052483,3.77565861196383
1.18725331249852,0.633312713060751,-1.44793471883008,-0.326268594982386,-0.495688357903521,-0.454692037103481,0.137379611308823,0.137976479323202,-0.140197310815559
-1.80861953212392,0.633312713060751,0.860780088753314,-0.326268594982386,-0.495688357903521,0.603642876844277,1.29652008172702,0.137976479323202,-1.44548261840869
0.438285101342913,-0.225955792097051,0.0912084862255168,-0.326268594982386,1.2424396503296,-0.454692037103481,-1.02176085910937,0.137976479323202,-1.44548261840869
-1.05965132096831,0.633312713060751,1.63035169128111,-0.326268594982386,-0.495688357903521,-0.454692037103481,-1.02176085910937,-0.896847115600814,-1.44548261840869
0.438285101342913,0.633312713060751,0.0912084862255168,-0.326268594982386,1.2424396503296,-0.454692037103481,0.137379611308823,0.137976479323202,-0.140197310815559
-1.05965132096831,-1.08522429725485,-0.67836311630228,-0.326268594982386,-0.495688357903521,-1.51302695105124,1.29652008172702,0.137976479323202,1.16508799677757
-1.05965132096831,-2.80376130757046,0.0912084862255168,-0.326268594982386,-0.495688357903521,-0.454692037103481,-1.02176085910937,0.137976479323202,1.16508799677757
